PD_ID,comment_date,industry,warning_signal_comment,pd_grade_before,pd_grade_after,grade_change,migration,true_theme,topic_id,topic_label
PD101852,2025-01-10,Healthcare,"Leverage remains elevated at 7.8x with no clear deleveraging path. PIK toggle exercised on the mezzanine tranche this period, growing the debt stack.",5,6,1,Downgrade,refinancing_risk,8,period / debt / elevated / leverage
PD101853,2025-03-08,Construction,Contract repricing with the anchor customer cut unit margins 21%. Borrower has limited negotiating leverage given dependence on this relationship.,6,8,2,Downgrade,customer_concentration,19,covenants / covenant / test / additional
PD101854,2024-04-25,Technology,"Adverse arbitration ruling requires payment of $15M within 90 days, straining liquidity. Appeal under consideration but counsel views prospects as limited.",9,11,2,Downgrade,legal_regulatory,10,auditor / inventory / period / counsel
PD101855,2024-08-06,Manufacturing,Strong Q1 2025 results with revenue growth of 17% and record backlog of $287M. Guidance raised for the full year.,9,6,-3,Upgrade,performance_improvement,0,sector / margin / outlook / operating
PD101856,2025-06-11,Manufacturing,Operational restructuring complete; plant consolidation yields $17M of annualized savings. Order intake trending 16% above prior year.,12,10,-2,Upgrade,performance_improvement,11,customer / concentration / product / order
PD101857,2024-02-28,Technology,Minimum EBITDA covenant missed by 27%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,7,7,0,No Change,covenant_breach,9,ebitda / qualified / compliance / missed
PD101858,2024-01-06,Technology,Borrower has fully drawn the revolver with utilization at 99%. Cash position declined to $7M and liquidity runway is under 5 months without additional support.,7,12,5,Downgrade,liquidity_stress,16,position / revolver utilization / revolver / additional
PD101859,2025-03-17,Construction,Fixed charge coverage covenant violation reported. FCCR of 0.8x versus required 1.10x. This is the second consecutive quarterly breach; amendment discussions ongoing.,3,3,0,No Change,covenant_breach,17,fccr / equity / breach / sponsor
PD101860,2024-06-06,Transportation,New tariffs raise landed costs approximately 12% on the borrower's primary import lines. Ability to pass through to customers is unproven.,7,8,1,Downgrade,industry_headwinds,4,exposure / filed / new / approximately
PD101861,2024-06-08,Wholesale Trade,Top customer representing 54% of revenue did not renew its contract at term. Replacement pipeline covers less than half of the lost volume.,5,8,3,Downgrade,customer_concentration,1,sales / lowered fullyear / fullyear / continues
PD101862,2025-01-18,Oil & Gas,Significant cash burn observed. Unrestricted cash fell 44% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,5,6,1,Downgrade,liquidity_stress,12,cash / significant / capex / monitoring
PD101863,2024-10-02,Retail,Financial covenants tripped at the Q4 2024 test date. The borrower requested a covenant holiday through year end. Pricing step-up and additional reporting agreed as conditions.,4,6,2,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101864,2025-03-20,Manufacturing,Same-store sales fell 19% and foot traffic remains weak. Inventory build of $15M raises markdown risk into next season.,8,11,3,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
PD101865,2024-07-22,Retail,EBITDA declined 43% versus plan on volume weakness and pricing pressure. Cost reduction program announced but savings not yet visible in results.,10,10,0,No Change,revenue_decline,21,pricing pressure / pressure / visible results / visible
PD101866,2024-12-05,Manufacturing,Operating cash flow turned negative in Q3 2024. Working capital squeeze evident; payables stretched beyond 68 days and the borrower requested a temporary overadvance.,7,9,2,Downgrade,liquidity_stress,3,capital / operating / days / borrowing
PD101867,2025-05-22,Wholesale Trade,Strong Q2 2025 results with revenue growth of 16% and record backlog of $100M. Guidance raised for the full year.,5,2,-3,Upgrade,performance_improvement,0,sector / margin / outlook / operating
PD101868,2025-02-13,Hospitality,Borrower delinquent on quarterly reporting for the second time this year. Field exam identified borrowing base discrepancies of approximately $7M.,6,8,2,Downgrade,reporting_delinquency,5,covenant / test / revolver utilization / discrepancies approximately
PD101869,2024-01-22,Healthcare,"Interest burden up sharply post rate resets; cash interest coverage at 1.1x. Hedges expired and were not replaced, leaving full floating-rate exposure.",5,5,0,No Change,refinancing_risk,13,hedges / rates / market / quarters
PD101870,2024-02-23,Wholesale Trade,Operating cash flow turned negative in Q3 2024. Working capital squeeze evident; payables stretched beyond 109 days and the borrower requested a temporary overadvance.,8,10,2,Downgrade,liquidity_stress,3,capital / operating / days / borrowing
PD101871,2024-01-09,Transportation,"Significant management turnover noted: controller, treasurer, and head of operations all departed within two quarters. Institutional knowledge loss is a concern for reporting quality.",5,5,0,No Change,management_turnover,6,annual / raised / repeated / concerns
PD101872,2024-03-25,Transportation,"Adverse arbitration ruling requires payment of $23M within 90 days, straining liquidity. Appeal under consideration but counsel views prospects as limited.",5,7,2,Downgrade,legal_regulatory,10,auditor / inventory / period / counsel
PD101873,2024-04-27,Oil & Gas,Operating cash flow turned negative in Q2 2024. Working capital squeeze evident; payables stretched beyond 75 days and the borrower requested a temporary overadvance.,8,10,2,Downgrade,liquidity_stress,3,capital / operating / days / borrowing
PD101874,2024-07-22,Construction,Borrower delinquent on quarterly reporting for the second time this year. Field exam identified borrowing base discrepancies of approximately $12M.,12,14,2,Downgrade,reporting_delinquency,5,covenant / test / revolver utilization / discrepancies approximately
PD101875,2024-07-04,Commercial Real Estate,Revenue contracted 32% year over year driven by softening demand. Gross margin compressed 523 bps on input cost inflation the borrower could not pass through.,7,10,3,Downgrade,revenue_decline,18,pass / demand / margin / cost
PD101876,2024-05-03,Healthcare,Cash flow from operations insufficient to cover fixed charges this cycle. FCCR dropped to 0.8x. Sponsor has been approached for an equity injection to shore up liquidity.,7,8,1,Downgrade,liquidity_stress,17,fccr / equity / breach / sponsor
PD101877,2024-07-15,Healthcare,"New contract wins add $19M of committed multi-year revenue, diversifying the customer base and improving visibility.",9,7,-2,Upgrade,performance_improvement,14,regulatory / rates / revenue / multiyear
PD101878,2024-04-03,Manufacturing,Largest customer filed for bankruptcy protection; receivable exposure of $3M likely impaired. Trade credit insurance covers only a portion.,8,9,1,Downgrade,customer_concentration,4,exposure / filed / new / approximately
PD101879,2024-08-24,Commercial Real Estate,Minimum EBITDA covenant missed by 21%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,7,7,0,No Change,covenant_breach,9,ebitda / qualified / compliance / missed
PD101880,2025-06-06,Transportation,"Refinancing risk elevated. The borrower's bonds trade at 68 cents on the dollar, signaling constrained capital markets access.",7,8,1,Downgrade,refinancing_risk,7,refinancing risk / risk elevated / trade / capital
PD101881,2025-01-07,Oil & Gas,Sector outlook deteriorating; industry volumes down 12% and two regional competitors filed for Chapter 11 this year. Borrower exposed to the same demand drivers.,10,10,0,No Change,industry_headwinds,0,sector / margin / outlook / operating
PD101882,2024-02-18,Healthcare,Financial covenants tripped at the Q4 2024 test date. The borrower requested a covenant holiday through year end. Pricing step-up and additional reporting agreed as conditions.,8,11,3,Downgrade,covenant_breach,19,covenants / covenant / test / additional
PD101883,2024-11-25,Commercial Real Estate,Audited financial statements are 60 days past due. Auditor cited unresolved revenue recognition matters; a going concern qualification has not been ruled out.,5,5,0,No Change,reporting_delinquency,6,annual / raised / repeated / concerns
PD101884,2024-04-13,Transportation,Significant cash burn observed. Unrestricted cash fell 60% quarter over quarter and the company is deferring capex to preserve liquidity. Monitoring weekly 13-week cash flow forecasts.,8,12,4,Downgrade,liquidity_stress,12,cash / significant / capex / monitoring
PD101885,2025-01-07,Technology,Debt maturity wall approaching; 56% of funded debt comes due within 18 months. Sponsor exploring amend-and-extend but lender appetite is uncertain.,8,10,2,Downgrade,refinancing_risk,20,debt / sponsor / months / 
PD101886,2024-01-14,Wholesale Trade,"Auditor issued a qualified opinion related to inventory valuation. Management restated prior period results, reducing retained earnings by $6M.",7,7,0,No Change,reporting_delinquency,10,auditor / inventory / period / counsel
PD101887,2025-01-05,Business Services,Contract repricing with the anchor customer cut unit margins 14%. Borrower has limited negotiating leverage given dependence on this relationship.,7,10,3,Downgrade,customer_concentration,18,pass / demand / margin / cost
PD101888,2024-10-09,Commercial Real Estate,Operational restructuring complete; plant consolidation yields $21M of annualized savings. Order intake trending 29% above prior year.,6,3,-3,Upgrade,performance_improvement,11,customer / concentration / product / order
PD101889,2024-05-13,Wholesale Trade,Operational restructuring complete; plant consolidation yields $17M of annualized savings. Order intake trending 12% above prior year.,8,7,-1,Upgrade,performance_improvement,11,customer / concentration / product / order
PD101890,2024-07-14,Commercial Real Estate,OFAC compliance review identified potential sanctions exposure in an overseas subsidiary. Enhanced monitoring in place pending outside counsel findings.,5,6,1,Downgrade,legal_regulatory,4,exposure / filed / new / approximately
PD101891,2024-12-17,Oil & Gas,Minimum EBITDA covenant missed by 11%. Compliance certificate delivered late with a qualified calculation. Documentation team reviewing reservation of rights letter.,4,4,0,No Change,covenant_breach,9,ebitda / qualified / compliance / missed
PD101892,2024-02-14,Healthcare,Same-store sales fell 11% and foot traffic remains weak. Inventory build of $39M raises markdown risk into next season.,6,7,1,Downgrade,revenue_decline,1,sales / lowered fullyear / fullyear / continues
